[x] Filename: /data/local/tmp/test2/libtest.so
[x] Offset: 0
[x] Range: 21920
[x] Threshold: 250
[x] Spy-mode: no
[x] Master process 0 with pid 10677
[x] Slave process 1 with pid 10678
   0x4c0 - 1
   0x7c0 - 1
   0xd40 - 1
   0xe00 - 1
   0xe80 - 41
   0xe80 - 37
   0xe80 - 46
   0xe80 - 42
   0xe80 - 40
   0xe80 - 39
   0xe80 - 36
   0xe80 - 40
   0xe80 - 36
   0xe80 - 36
   0xe80 - 44
   0xe80 - 37
   0xe80 - 38
   0xe80 - 44
   0xe80 - 37
   0xe80 - 38
   0xe80 - 41
   0xe80 - 40
   0xe80 - 40
   0xe80 - 36
   0xe80 - 38
   0xe80 - 42
   0xe80 - 45
   0xe80 - 35
   0xe80 - 41
   0xe80 - 44
   0xe80 - 45
   0xe80 - 37
   0xe80 - 41
   0xe80 - 40
   0xe80 - 36
   0xe80 - 31
   0xe80 - 48
   0xe80 - 44
   0xe80 - 41
   0xe80 - 42
   0xe80 - 39
   0xe80 - 42
   0xe80 - 35
   0xe80 - 39
   0xe80 - 35
   0xe80 - 40
   0xe80 - 43
   0xe80 - 40
   0xe80 - 40
   0xe80 - 41
   0xe80 - 36
   0xe80 - 44
   0xe80 - 43
   0xe80 - 42
   0xe80 - 43
   0xec0 - 43
   0xec0 - 35
   0xec0 - 41
   0xec0 - 40
   0xec0 - 36
   0xec0 - 34
   0xec0 - 39
   0xec0 - 36
   0xec0 - 33
   0xec0 - 40
   0xec0 - 42
   0xec0 - 39
   0xec0 - 44
   0xec0 - 41
   0xec0 - 44
   0xec0 - 45
   0xec0 - 44
   0xec0 - 45
   0xec0 - 44
   0xec0 - 45
   0xec0 - 38
   0xec0 - 46
   0xec0 - 43
   0xec0 - 38
   0xec0 - 44
   0xec0 - 40
   0xec0 - 47
   0xec0 - 46
   0xec0 - 45
   0xec0 - 40
   0xec0 - 40
   0xec0 - 37
   0xec0 - 43
   0xec0 - 36
   0xec0 - 40
   0xec0 - 42
   0xec0 - 38
   0xec0 - 41
   0xec0 - 48
   0xec0 - 35
   0xec0 - 36
   0xec0 - 39
   0xec0 - 43
   0xec0 - 42
   0xec0 - 43
   0xec0 - 41
   0xec0 - 38
   0xec0 - 39
   0xec0 - 45
   0xec0 - 39
   0xec0 - 35
   0xf00 - 37
   0xf00 - 37
   0xf00 - 36
   0xf00 - 41
   0xf00 - 37
   0xf00 - 35
   0xf00 - 36
   0xf00 - 40
   0xf00 - 35
   0xf00 - 31
   0xf00 - 37
   0xf00 - 42
   0xf00 - 34
   0xf00 - 39
   0xf00 - 39
   0xf00 - 34
   0xf00 - 43
   0xf00 - 34
   0xf00 - 38
   0xf00 - 44
   0xf00 - 33
   0xf00 - 37
   0xf00 - 34
   0xf00 - 43
   0xf00 - 35
   0xf00 - 37
   0xf00 - 41
   0xf00 - 43
   0xf00 - 39
   0xf00 - 45
   0xf00 - 36
   0xf00 - 38
   0xf00 - 44
   0xf00 - 35
   0xf00 - 36
   0xf00 - 34
   0xf00 - 39
   0xf00 - 39
   0xf00 - 33
   0xf00 - 40
   0xf00 - 39
   0xf00 - 32
   0xf00 - 42
   0xf00 - 43
   0xf00 - 39
   0xf00 - 41
   0xf00 - 33
   0xf00 - 39
   0xf40 - 42
   0xf40 - 41
   0xf40 - 29
   0xf40 - 40
   0xf40 - 37
   0xf40 - 39
   0xf40 - 36
   0xf40 - 39
   0xf40 - 38
   0xf40 - 41
   0xf40 - 40
   0xf40 - 35
   0xf40 - 37
   0xf40 - 42
   0xf40 - 38
   0xf40 - 36
   0xf40 - 38
   0xf40 - 34
   0xf40 - 40
   0xf40 - 47
   0xf40 - 41
   0xf40 - 41
   0xf40 - 39
   0xf40 - 39
   0xf40 - 39
   0xf40 - 37
   0xf40 - 34
   0xf40 - 36
   0xf40 - 46
   0xf40 - 35
   0xf40 - 43
   0xf40 - 33
   0xf40 - 37
   0xf40 - 36
   0xf40 - 45
   0xf40 - 42
   0xf40 - 39
   0xf40 - 43
   0xf40 - 32
   0xf40 - 41
   0xf40 - 42
   0xf40 - 28
   0xf40 - 37
   0xf40 - 35
   0xf40 - 40
   0xf40 - 31
   0xf40 - 40
   0xf40 - 40
   0xf40 - 35
   0xf40 - 39
   0xf40 - 37
  0x4700 - 41
  0x4700 - 34
  0x4700 - 42
  0x4700 - 32
  0x4700 - 45
  0x4700 - 39
  0x4740 - 43
  0x4740 - 40
  0x4740 - 45
  0x4740 - 40
  0x4740 - 44
  0x4740 - 38
  0x55c0 - 1
  0x55c0 - 1
  0x55c0 - 1
  0x55c0 - 1
  0x55c0 - 1
  0x55c0 - 1
  0x55c0 - 1
  0x55c0 - 1
  0x55c0 - 1
[x] Exit status of 10677 was 0
